,テキスト,部,章,章（ラベル）,テキスト_形態素
10,　彼らの出て行った後、私はやはり元の床几に腰をおろして烟草を吹かしていた。その時私はぽかんとしながら先生の事を考えた。どうもどこかで見た事のある顔のように思われてならなかった。しかしどうしてもいつどこで会った人か想い出せずにしまった。,[1]上＿先生と私,1_02,上・二,"['彼ら', 'の', '出る', 'て', '行く', 'た', '後', '私', 'は', 'やはり', '元', 'の', '床几', 'に', '腰', 'を', 'おろす', 'て', '烟草', 'を', '吹かす', 'て', 'いる', 'た', 'その', '時', '私', 'は', 'ぽかんと', 'する', 'ながら', '先生', 'の', '事', 'を', '考える', 'た', 'どうも', 'どこ', 'か', 'で', '見る', 'た', '事', 'の', 'ある', '顔', 'の', 'よう', 'に', '思う', 'れる', 'て', 'なる', 'ない', 'た', 'しかし', 'どうしても', 'いる', 'つ', 'どこ', 'で', '会う', 'た', '人', 'か', '想い出', 'する', 'ぬ', 'に', 'しまう', 'た']"
11,　その時の私は屈托がないというよりむしろ無聊に苦しんでいた。それで翌日もまた先生に会った時刻を見計らって、わざわざ掛茶屋まで出かけてみた。すると西洋人は来ないで先生一人麦藁帽を被ってやって来た。先生は眼鏡をとって台の上に置いて、すぐ手拭で頭を包んで、すたすた浜を下りて行った。先生が昨日のように騒がしい浴客の中を通り抜けて、一人で泳ぎ出した時、私は急にその後が追い掛けたくなった。私は浅い水を頭の上まで跳かして相当の深さの所まで来て、そこから先生を目標に抜手を切った。すると先生は昨日と違って、一種の弧線を描いて、妙な方向から岸の方へ帰り始めた。それで私の目的はついに達せられなかった。私が陸へ上がって雫の垂れる手を振りながら掛茶屋に入ると、先生はもうちゃんと着物を着て入れ違いに外へ出て行った。,[1]上＿先生と私,1_02,上・二,"['その', '時', 'の', '私', 'は', '屈托', 'が', 'ない', 'と', 'いう', 'より', 'むしろ', '無聊', 'に', '苦しむ', 'で', 'いる', 'た', 'それで', '翌日', 'も', 'また', '先生', 'に', '会う', 'た', '時刻', 'を', '見計らう', 'て', 'わざわざ', '掛茶屋', 'まで', '出かける', 'て', 'みる', 'た', 'すると', '西洋', '人', 'は', '来る', 'ない', 'で', '先生', '一', '人', '麦藁', '帽', 'を', '被る', 'て', 'やって来る', 'た', '先生', 'は', '眼鏡', 'を', 'とる', 'て', '台', 'の', '上', 'に', '置く', 'て', 'すぐ', '手拭', 'で', '頭', 'を', '包む', 'で', 'すたすた', '浜', 'を', '下りる', 'て', '行く', 'た', '先生', 'が', '昨日', 'の', 'よう', 'に', '騒がしい', '浴客', 'の', '中', 'を', '通り抜ける', 'て', '一', '人', 'で', '泳ぐ', '出す', 'た', '時', '私', 'は', '急', 'に', 'その後', 'が', '追い掛ける', 'たい', 'なる', 'た', '私', 'は', '浅い', '水', 'を', '頭', 'の', '上', 'まで', '跳', 'か', 'する', 'て', '相当', 'の', '深い', 'さ', 'の', '所', 'まで', '来る', 'て', 'そこ', 'から', '先生', 'を', '目標', 'に', '抜手', 'を', '切る', 'た', 'すると', '先生', 'は', '昨日', 'と', '違う', 'て', '一種', 'の', '弧線', 'を', '描く', 'て', '妙', 'だ', '方向', 'から', '岸', 'の', '方', 'へ', '帰る', '始める', 'た', 'それで', '私', 'の', '目的', 'は', 'ついに', '達する', 'られる', 'ない', 'た', '私', 'が', '陸', 'へ', '上がる', 'て', '雫', 'の', '垂れる', '手', 'を', '振る', 'ながら', '掛茶屋', 'に', '入る', 'と', '先生', 'は', 'もう', 'ちゃんと', '着物', 'を', '着る', 'て', '入れ違う', 'に', '外', 'へ', '出る', 'て', '行く', 'た']"
12,　私は次の日も同じ時刻に浜へ行って先生の顔を見た。その次の日にもまた同じ事を繰り返した。けれども物をいい掛ける機会も、挨拶をする場合も、二人の間には起らなかった。その上先生の態度はむしろ非社交的であった。一定の時刻に超然として来て、また超然と帰って行った。周囲がいくら賑やかでも、それにはほとんど注意を払う様子が見えなかった。最初いっしょに来た西洋人はその後まるで姿を見せなかった。先生はいつでも一人であった。,[1]上＿先生と私,1_03,上・三,"['私', 'は', '次', 'の', '日', 'も', '同じ', '時刻', 'に', '浜', 'へ', '行く', 'て', '先生', 'の', '顔', 'を', '見る', 'た', 'その', '次', 'の', '日', 'に', 'も', 'また', '同じ', '事', 'を', '繰り返す', 'た', 'けれども', '物', 'を', 'いう', '掛ける', '機会', 'も', '挨拶', 'を', 'する', '場合', 'も', '二', '人', 'の', '間', 'に', 'は', '起る', 'ない', 'た', 'その', '上', '先生', 'の', '態度', 'は', 'むしろ', '非', '社交', '的', 'だ', 'ある', 'た', '一定', 'の', '時刻', 'に', '超然', 'として', '来る', 'て', 'また', '超然と', '帰る', 'て', '行く', 'た', '周囲', 'が', 'いくら', '賑やか', 'でも', 'それ', 'に', 'は', 'ほとんど', '注意', 'を', '払う', '様子', 'が', '見える', 'ない', 'た', '最初', 'いっしょ', 'に', '来る', 'た', '西洋', '人', 'は', 'その後', 'まるで', '姿', 'を', '見せる', 'ない', 'た', '先生', 'は', 'いつ', 'でも', '一', '人', 'だ', 'ある', 'た']"
13,　或る時先生が例の通りさっさと海から上がって来て、いつもの場所に脱ぎ棄てた浴衣を着ようとすると、どうした訳か、その浴衣に砂がいっぱい着いていた。先生はそれを落すために、後ろ向きになって、浴衣を二、三度振った。すると着物の下に置いてあった眼鏡が板の隙間から下へ落ちた。先生は白絣の上へ兵児帯を締めてから、眼鏡の失くなったのに気が付いたと見えて、急にそこいらを探し始めた。私はすぐ腰掛の下へ首と手を突ッ込んで眼鏡を拾い出した。先生は有難うといって、それを私の手から受け取った。,[1]上＿先生と私,1_03,上・三,"['或', 'り', '時', '先生', 'が', '例', 'の', '通り', 'さっさと', '海', 'から', '上がる', 'て', '来る', 'て', 'いつも', 'の', '場所', 'に', '脱ぐ', '棄てる', 'た', '浴衣', 'を', '着る', 'う', 'と', 'する', 'と', 'どう', 'する', 'た', '訳', 'か', 'その', '浴衣', 'に', '砂', 'が', 'いっぱい', '着く', 'て', 'いる', 'た', '先生', 'は', 'それ', 'を', '落す', 'ため', 'に', '後ろ向き', 'に', 'なる', 'て', '浴衣', 'を', '二', '三', '度', '振る', 'た', 'すると', '着物', 'の', '下', 'に', '置く', 'て', 'ある', 'た', '眼鏡', 'が', '板', 'の', '隙間', 'から', '下', 'へ', '落ちる', 'た', '先生', 'は', '白絣', 'の', '上', 'へ', '兵児帯', 'を', '締める', 'て', 'から', '眼鏡', 'の', '失くなる', 'た', 'のに', '気', 'が', '付く', 'た', 'と', '見える', 'て', '急', 'に', 'そこ', 'いる', 'ら', 'を', '探す', '始める', 'た', '私', 'は', 'すぐ', '腰掛', 'の', '下', 'へ', '首', 'と', '手', 'を', '突', 'ッ', '込む', 'で', '眼鏡', 'を', '拾う', '出す', 'た', '先生', 'は', '有難い', 'と', 'いう', 'て', 'それ', 'を', '私', 'の', '手', 'から', '受け取る', 'た']"
14,　次の日私は先生の後につづいて海へ飛び込んだ。そうして先生といっしょの方角に泳いで行った。二丁ほど沖へ出ると、先生は後ろを振り返って私に話し掛けた。広い蒼い海の表面に浮いているものは、その近所に私ら二人より外になかった。そうして強い太陽の光が、眼の届く限り水と山とを照らしていた。私は自由と歓喜に充ちた筋肉を動かして海の中で躍り狂った。先生はまたぱたりと手足の運動を已めて仰向けになったまま浪の上に寝た。私もその真似をした。青空の色がぎらぎらと眼を射るように痛烈な色を私の顔に投げ付けた。「愉快ですね」と私は大きな声を出した。,[1]上＿先生と私,1_03,上・三,"['次', 'の', '日', '私', 'は', '先生', 'の', '後', 'に', 'つづく', 'て', '海', 'へ', '飛び込む', 'だ', 'そうして', '先生', 'と', 'いっしょ', 'の', '方角', 'に', '泳ぐ', 'で', '行く', 'た', '二', '丁', 'ほど', '沖', 'へ', '出る', 'と', '先生', 'は', '後ろ', 'を', '振り返る', 'て', '私', 'に', '話し掛ける', 'た', '広い', '蒼い', '海', 'の', '表面', 'に', '浮く', 'て', 'いる', 'もの', 'は', 'その', '近所', 'に', '私', 'ら', '二', '人', 'より', '外', 'に', 'ない', 'た', 'そうして', '強い', '太陽', 'の', '光', 'が', '眼', 'の', '届く', '限り', '水', 'と', '山', 'と', 'を', '照らす', 'て', 'いる', 'た', '私', 'は', '自由', 'と', '歓喜', 'に', '充ちる', 'た', '筋肉', 'を', '動かす', 'て', '海', 'の', '中', 'で', '躍る', '狂う', 'た', '先生', 'は', 'また', 'ぱたり', 'と', '手足', 'の', '運動', 'を', '已める', 'て', '仰向け', 'に', 'なる', 'た', 'まま', '浪', 'の', '上', 'に', '寝る', 'た', '私', 'も', 'その', '真似', 'を', 'する', 'た', '青空', 'の', '色', 'が', 'ぎらぎら', 'と', '眼', 'を', '射る', 'よう', 'に', '痛烈', 'だ', '色', 'を', '私', 'の', '顔', 'に', '投げ付ける', 'た', '愉快', 'です', 'ね', 'と', '私', 'は', '大きな', '声', 'を', '出す', 'た']"
15,　しばらくして海の中で起き上がるように姿勢を改めた先生は、「もう帰りませんか」といって私を促した。比較的強い体質をもった私は、もっと海の中で遊んでいたかった。しかし先生から誘われた時、私はすぐ「ええ帰りましょう」と快く答えた。そうして二人でまた元の路を浜辺へ引き返した。,[1]上＿先生と私,1_03,上・三,"['しばらく', 'する', 'て', '海', 'の', '中', 'で', '起き上がる', 'よう', 'に', '姿勢', 'を', '改める', 'た', '先生', 'は', 'もう', '帰る', 'ます', 'ん', 'か', 'と', 'いう', 'て', '私', 'を', '促す', 'た', '比較的', '強い', '体質', 'を', 'もつ', 'た', '私', 'は', 'もっと', '海', 'の', '中', 'で', '遊ぶ', 'で', 'いる', 'たい', 'た', 'しかし', '先生', 'から', '誘う', 'れる', 'た', '時', '私', 'は', 'すぐ', 'ええ', '帰る', 'ます', 'う', 'と', '快い', '答える', 'た', 'そうして', '二', '人', 'だ', 'また', '元', 'の', '路', 'を', '浜辺', 'へ', '引き返す', 'た']"
16,　私はこれから先生と懇意になった。しかし先生がどこにいるかはまだ知らなかった。,[1]上＿先生と私,1_03,上・三,"['私', 'は', 'これから', '先生', 'と', '懇意', 'に', 'なる', 'た', 'しかし', '先生', 'が', 'どこ', 'に', 'いる', 'か', 'は', 'まだ', '知る', 'ない', 'た']"
17,　それから中二日おいてちょうど三日目の午後だったと思う。先生と掛茶屋で出会った時、先生は突然私に向かって、「君はまだ大分長くここにいるつもりですか」と聞いた。考えのない私はこういう問いに答えるだけの用意を頭の中に蓄えていなかった。それで「どうだか分りません」と答えた。しかしにやにや笑っている先生の顔を見た時、私は急に極りが悪くなった。「先生は？」と聞き返さずにはいられなかった。これが私の口を出た先生という言葉の始まりである。,[1]上＿先生と私,1_03,上・三,"['それから', '中', '二', '日', 'おく', 'て', 'ちょうど', '三', '日', '目', 'の', '午後', 'だ', 'た', 'と', '思う', '先生', 'と', '掛茶屋', 'で', '出会う', 'た', '時', '先生', 'は', '突然', '私', 'に', '向かう', 'て', '君', 'は', 'まだ', '大分', '長い', 'ここ', 'に', 'いる', 'つもり', 'です', 'か', 'と', '聞く', 'た', '考え', 'の', 'ない', '私', 'は', 'こういう', '問い', 'に', '答える', 'だけ', 'の', '用意', 'を', '頭', 'の', '中', 'に', '蓄える', 'て', 'いる', 'ない', 'た', 'それで', 'どう', 'だ', 'か', '分る', 'ます', 'ん', 'と', '答える', 'た', 'しかし', 'にやにや', '笑う', 'て', 'いる', '先生', 'の', '顔', 'を', '見る', 'た', '時', '私', 'は', '急', 'に', '極り', 'が', '悪い', 'なる', 'た', '先生', 'は', 'と', '聞き返す', 'ぬ', 'に', 'は', 'いる', 'られる', 'ない', 'た', 'これ', 'が', '私', 'の', '口', 'を', '出る', 'た', '先生', 'という', '言葉', 'の', '始まり', 'だ', 'ある']"
18,　私はその晩先生の宿を尋ねた。宿といっても普通の旅館と違って、広い寺の境内にある別荘のような建物であった。そこに住んでいる人の先生の家族でない事も解った。私が先生先生と呼び掛けるので、先生は苦笑いをした。私はそれが年長者に対する私の口癖だといって弁解した。私はこの間の西洋人の事を聞いてみた。先生は彼の風変りのところや、もう鎌倉にいない事や、色々の話をした末、日本人にさえあまり交際をもたないのに、そういう外国人と近付きになったのは不思議だといったりした。私は最後に先生に向かって、どこかで先生を見たように思うけれども、どうしても思い出せないといった。若い私はその時暗に相手も私と同じような感じを持っていはしまいかと疑った。そうして腹の中で先生の返事を予期してかかった。ところが先生はしばらく沈吟したあとで、「どうも君の顔には見覚えがありませんね。人違いじゃないですか」といったので私は変に一種の失望を感じた。,[1]上＿先生と私,1_03,上・三,"['私', 'は', 'その', '晩', '先生', 'の', '宿', 'を', '尋ねる', 'た', '宿', 'と', 'いう', 'て', 'も', '普通', 'の', '旅館', 'と', '違う', 'て', '広い', '寺', 'の', '境内', 'に', 'ある', '別荘', 'の', 'よう', 'だ', '建物', 'だ', 'ある', 'た', 'そこ', 'に', '住む', 'で', 'いる', '人', 'の', '先生', 'の', '家族', 'だ', 'ない', '事', 'も', '解る', 'た', '私', 'が', '先生', '先生', 'と', '呼び掛ける', 'ので', '先生', 'は', '苦笑い', 'を', 'する', 'た', '私', 'は', 'それ', 'が', '年長', '者', 'に対する', '私', 'の', '口癖', 'だ', 'と', 'いう', 'て', '弁解', 'する', 'た', '私', 'は', 'この間', 'の', '西洋', '人', 'の', '事', 'を', '聞く', 'て', 'みる', 'た', '先生', 'は', '彼', 'の', '風変り', 'の', 'ところ', 'や', 'もう', '鎌倉', 'に', 'いる', 'ない', '事', 'や', '色々', 'の', '話', 'を', 'する', 'た', '末', '日本人', 'に', 'さえ', 'あまり', '交際', 'を', 'もつ', 'ない', 'のに', 'そういう', '外国', '人', 'と', '近付き', 'に', 'なる', 'た', 'の', 'は', '不思議', 'だ', 'と', 'いう', 'たり', 'する', 'た', '私', 'は', '最後', 'に', '先生', 'に', '向かう', 'て', 'どこ', 'か', 'で', '先生', 'を', '見る', 'た', 'よう', 'に', '思う', 'けれども', 'どうしても', '思い出せる', 'ない', 'と', 'いう', 'た', '若い', '私', 'は', 'その', '時', '暗に', '相手', 'も', '私', 'と', '同じ', 'よう', 'だ', '感じ', 'を', '持つ', 'て', 'いる', 'は', 'する', 'まい', 'か', 'と', '疑う', 'た', 'そうして', '腹の中', 'で', '先生', 'の', '返事', 'を', '予期', 'する', 'て', 'かかる', 'た', 'ところが', '先生', 'は', 'しばらく', '沈吟', 'する', 'た', 'あと', 'で', 'どうも', '君', 'の', '顔', 'に', 'は', '見覚え', 'が', 'ある', 'ます', 'ん', 'ね', '人違い', 'じゃ', 'ない', 'です', 'か', 'と', 'いう', 'た', 'ので', '私', 'は', '変', 'に', '一種', 'の', '失望', 'を', '感じる', 'た']"
19,　私は月の末に東京へ帰った。先生の避暑地を引き上げたのはそれよりずっと前であった。私は先生と別れる時に、「これから折々お宅へ伺っても宜ござんすか」と聞いた。先生は単簡にただ「ええいらっしゃい」といっただけであった。その時分の私は先生とよほど懇意になったつもりでいたので、先生からもう少し濃かな言葉を予期して掛ったのである。それでこの物足りない返事が少し私の自信を傷めた。,[1]上＿先生と私,1_04,上・四,"['私', 'は', '月', 'の', '末', 'に', '東京', 'へ', '帰る', 'た', '先生', 'の', '避暑', '地', 'を', '引き上げる', 'た', 'の', 'は', 'それ', 'より', 'ずっと', '前', 'だ', 'ある', 'た', '私', 'は', '先生', 'と', '別れる', '時', 'に', 'これから', '折々', 'お', '宅', 'へ', '伺う', 'て', 'も', '宜', 'ござる', 'すか', 'と', '聞く', 'た', '先生', 'は', '単簡', 'に', 'ただ', 'ええ', 'いらっしゃい', 'と', 'いう', 'た', 'だけ', 'だ', 'ある', 'た', 'その', '時分', 'の', '私', 'は', '先生', 'と', 'よほど', '懇意', 'に', 'なる', 'た', 'つもり', 'で', 'いる', 'た', 'ので', '先生', 'から', 'もう少し', '濃い', 'か', 'な', '言葉', 'を', '予期', 'する', 'て', '掛る', 'た', 'の', 'だ', 'ある', 'それで', 'この', '物足りない', '返事', 'が', '少し', '私', 'の', '自信', 'を', '傷める', 'た']"
20,　私はこういう事でよく先生から失望させられた。先生はそれに気が付いているようでもあり、また全く気が付かないようでもあった。私はまた軽微な失望を繰り返しながら、それがために先生から離れて行く気にはなれなかった。むしろそれとは反対で、不安に揺かされるたびに、もっと前へ進みたくなった。もっと前へ進めば、私の予期するあるものが、いつか眼の前に満足に現われて来るだろうと思った。私は若かった。けれどもすべての人間に対して、若い血がこう素直に働こうとは思わなかった。私はなぜ先生に対してだけこんな心持が起るのか解らなかった。それが先生の亡くなった今日になって、始めて解って来た。先生は始めから私を嫌っていたのではなかったのである。先生が私に示した時々の素気ない挨拶や冷淡に見える動作は、私を遠ざけようとする不快の表現ではなかったのである。傷ましい先生は、自分に近づこうとする人間に、近づくほどの価値のないものだから止せという警告を与えたのである。他の懐かしみに応じない先生は、他を軽蔑する前に、まず自分を軽蔑していたものとみえる。,[1]上＿先生と私,1_04,上・四,"['私', 'は', 'こういう', '事', 'だ', 'よい', '先生', 'から', '失望', 'する', 'せる', 'られる', 'た', '先生', 'は', 'それ', 'に', '気が付く', 'て', 'いる', 'よう', 'だ', 'も', 'ある', 'また', '全く', '気が付く', 'ない', 'よう', 'でも', 'ある', 'た', '私', 'は', 'また', '軽微', 'だ', '失望', 'を', '繰り返す', 'ながら', 'それ', 'が', 'ため', 'に', '先生', 'から', '離れる', 'て', '行く', '気', 'に', 'は', 'なれる', 'ない', 'た', 'むしろ', 'それ', 'と', 'は', '反対', 'で', '不安', 'に', '揺', 'か', 'する', 'れる', 'たび', 'に', 'もっと', '前', 'へ', '進む', 'たい', 'なる', 'た', 'もっと', '前', 'へ', '進む', 'ば', '私', 'の', '予期', 'する', 'ある', 'もの', 'が', 'いつか', '眼', 'の', '前', 'に', '満足', 'に', '現われる', 'て', '来る', 'だ', 'う', 'と', '思う', 'た', '私', 'は', '若い', 'た', 'けれども', 'すべて', 'の', '人間', 'に対して', '若い', '血', 'が', 'こう', '素直', 'に', '働く', 'う', 'と', 'は', '思う', 'ない', 'た', '私', 'は', 'なぜ', '先生', 'に対して', 'だけ', 'こんな', '心持', 'が', '起る', 'の', 'か', '解る', 'ない', 'た', 'それ', 'が', '先生', 'の', '亡くなる', 'た', '今日', 'に', 'なる', 'て', '始めて', '解る', 'て', '来る', 'た', '先生', 'は', '始め', 'から', '私', 'を', '嫌う', 'て', 'いる', 'た', 'の', 'だ', 'は', 'ない', 'た', 'の', 'だ', 'ある', '先生', 'が', '私', 'に', '示す', 'た', '時', 'の', '素', '気', 'ない', '挨拶', 'や', '冷淡', 'に', '見える', '動作', 'は', '私', 'を', '遠ざける', 'う', 'と', 'する', '不快', 'の', '表現', 'で', 'は', 'ない', 'た', 'の', 'だ', 'ある', '傷', 'ます', 'いる', '先生', 'は', '自分', 'に', '近づく', 'う', 'と', 'する', '人間', 'に', '近づく', 'ほど', 'の', '価値', 'の', 'ない', 'もの', 'だ', 'から', '止す', 'という', '警告', 'を', '与える', 'た', 'の', 'だ', 'ある', '他', 'の', '懐かしむ', 'に', '応じる', 'ない', '先生', 'は', '他', 'を', '軽蔑', 'する', '前', 'に', 'まず', '自分', 'を', '軽蔑', 'する', 'て', 'いる', 'た', 'もの', 'と', 'みえる']"
21,　私は無論先生を訪ねるつもりで東京へ帰って来た。帰ってから授業の始まるまでにはまだ二週間の日数があるので、そのうちに一度行っておこうと思った。しかし帰って二日三日と経つうちに、鎌倉にいた時の気分が段々薄くなって来た。そうしてその上に彩られる大都会の空気が、記憶の復活に伴う強い刺戟と共に、濃く私の心を染め付けた。私は往来で学生の顔を見るたびに新しい学年に対する希望と緊張とを感じた。私はしばらく先生の事を忘れた。,[1]上＿先生と私,1_04,上・四,"['私', 'は', '無論', '先生', 'を', '訪ねる', 'つもり', 'で', '東京', 'へ', '帰る', 'て', '来る', 'た', '帰る', 'て', 'から', '授業', 'の', '始まる', 'まで', 'に', 'は', 'まだ', '二', '週間', 'の', '日数', 'が', 'ある', 'ので', 'その', 'うち', 'に', '一度', '行く', 'て', 'おく', 'う', 'と', '思う', 'た', 'しかし', '帰る', 'て', '二', '日', '三', '日', 'と', '経つ', 'うち', 'に', '鎌倉', 'に', 'いる', 'た', '時', 'の', '気分', 'が', '段々', '薄い', 'なる', 'て', '来る', 'た', 'そうして', 'その', '上', 'に', '彩る', 'れる', '大', '都会', 'の', '空気', 'が', '記憶', 'の', '復活', 'に', '伴う', '強い', '刺戟', 'と共に', '濃い', '私', 'の', '心', 'を', '染め付ける', 'た', '私', 'は', '往来', 'で', '学生', 'の', '顔', 'を', '見る', 'たび', 'に', '新しい', '学年', 'に対する', '希望', 'と', '緊張', 'と', 'を', '感じる', 'た', '私', 'は', 'しばらく', '先生', 'の', '事', 'を', '忘れる', 'た']"
22,　授業が始まって、一カ月ばかりすると私の心に、また一種の弛みができてきた。私は何だか不足な顔をして往来を歩き始めた。物欲しそうに自分の室の中を見廻した。私の頭には再び先生の顔が浮いて出た。私はまた先生に会いたくなった。,[1]上＿先生と私,1_04,上・四,"['授業', 'が', '始まる', 'て', '一', 'カ月', 'ばかり', 'する', 'と', '私', 'の', '心', 'に', 'また', '一種', 'の', '弛み', 'が', 'できる', 'て', 'くる', 'た', '私', 'は', '何だか', '不足', 'だ', '顔', 'を', 'する', 'て', '往来', 'を', '歩く', '始める', 'た', '物欲しそう', 'に', '自分', 'の', '室', 'の', '中', 'を', '見廻す', 'た', '私', 'の', '頭', 'に', 'は', '再び', '先生', 'の', '顔', 'が', '浮く', 'て', '出る', 'た', '私', 'は', 'また', '先生', 'に', '会う', 'たい', 'なる', 'た']"
23,　始めて先生の宅を訪ねた時、先生は留守であった。二度目に行ったのは次の日曜だと覚えている。晴れた空が身に沁み込むように感ぜられる好い日和であった。その日も先生は留守であった。鎌倉にいた時、私は先生自身の口から、いつでも大抵宅にいるという事を聞いた。むしろ外出嫌いだという事も聞いた。二度来て二度とも会えなかった私は、その言葉を思い出して、理由もない不満をどこかに感じた。私はすぐ玄関先を去らなかった。下女の顔を見て少し躊躇してそこに立っていた。この前名刺を取り次いだ記憶のある下女は、私を待たしておいてまた内へはいった。すると奥さんらしい人が代って出て来た。美しい奥さんであった。,[1]上＿先生と私,1_04,上・四,"['始めて', '先生', 'の', '宅', 'を', '訪ねる', 'た', '時', '先生', 'は', '留守', 'だ', 'ある', 'た', '二', '度目', 'に', '行く', 'た', 'の', 'は', '次', 'の', '日曜', 'だ', 'と', '覚える', 'て', 'いる', '晴れる', 'た', '空', 'が', '身', 'に', '沁みる', '込む', 'よう', 'に', '感ずる', 'られる', '好い', '日和', 'だ', 'ある', 'た', 'その', '日', 'も', '先生', 'は', '留守', 'だ', 'ある', 'た', '鎌倉', 'に', 'いる', 'た', '時', '私', 'は', '先生', '自身', 'の', '口', 'から', 'いつ', 'でも', '大抵', '宅', 'に', 'いる', 'という', '事', 'を', '聞く', 'た', 'むしろ', '外出', '嫌い', 'だ', 'という', '事', 'も', '聞く', 'た', '二', '度', '来る', 'て', '二', '度', 'と', 'も', '会える', 'ない', 'た', '私', 'は', 'その', '言葉', 'を', '思い出す', 'て', '理由', 'も', 'ない', '不満', 'を', 'どこ', 'か', 'に', '感じる', 'た', '私', 'は', 'すぐ', '玄関', '先', 'を', '去る', 'ない', 'た', '下女', 'の', '顔', 'を', '見る', 'て', '少し', '躊躇', 'する', 'て', 'そこ', 'に', '立つ', 'て', 'いる', 'た', 'この', '前', '名刺', 'を', '取り次ぐ', 'だ', '記憶', 'の', 'ある', '下女', 'は', '私', 'を', '待たす', 'て', 'おく', 'て', 'また', '内', 'へ', 'はいる', 'た', 'すると', '奥さん', 'らしい', '人', 'が', '代る', 'て', '出る', 'て', '来る', 'た', '美しい', '奥さん', 'だ', 'ある', 'た']"
